English,Polish,Spanish
kennish,Kennish,kennés
old-age,podeszły wiek,de vejez
processors,procesory,procesadores
mahmud,Mahmud,Mahmud
prattle,paplanina,parloteo
tachycardia,częstoskurcz,taquicardia
drexler,Drexler,drexler
thora,Thora,Thora
andalusia,Andaluzja,Andalucía
porkchop,kotlet schabowy,Chuleta de cerdo
commuting,dojazd do pracy,desplazamiento
feuding,feudowanie,enemistado
nonce,chwilowo,mientras tanto
referenced,odwołane,referenciado
alise,ALISE,alisar
see,Widzieć,ver
clerics,duchowni,clérico
runoff,spływ,escapada
wisp,wiecheć,jirón
padawan,Padawan,patawan
whist,wist,whist
llamas,Lamy,llamas
chesterton,Chesterton,chesterton
bunions,guzki,bollos
barbosa,Barbosa,barbosa
eine,eine,eine
aftertaste,posmak,regusto
lowenstein,Lowenstein,Lowenstein
clumps,kępy,grupos
star-crossed,Gwiazda,cruzado
fonder,fonder,más cariñoso
dilip,DILIP,dilip
sayer,mówca,afilador
kostas,Kostas,kostas
hirono,Hirono,Hirono
halved,o połowę,reducido a la mitad
dumbfounded,oszołomiony,estupefacto
waltzed,Waltzed,valsed
fluoride,fluorek,fluoruro
pussycats,Pussycats,pussycats
fraid,Fraid,engaño
accentuate,podkreślać,acentuar
merlí,Merlí,merlí
woolen,wełniany,de lana
anjou,Anjou,Anjeo
cindi,Cindi,Cindi
apo,Apo,Apo
lindo,Lindo,lindo
geothermal,Geotermal,geotérmico
chasin,Chasin,chasin
unimaginably,niewyobrażalnie,inimaginablemente
asahina,Asahina,asahina
mummification,mumifikacja,momificación
tremaine,Tremaine,tremaína
cept,Cept,cepto
newberg,Newberg,Newberg
regulating,regulacja,regulación
elisha,Elizeusz,elíseo
straights,proste,rectas
outrageously,oburzająco,atrozmente
creases,fałdowanie,pliegues
pentothal,pentothal,pentotal
slaver,ślinić,negrero
billet,polano,palanquilla
godot,Godot,Godot
counterproductive,efekt przeciwny do zamierzonego,contraproducente
ayahuasca,Ayahuasca,ayahuasca
niners,Niners,Niners
espada,Espada,espada
mandala,Mandala,mandala
shylock,Shylock,usurero
justus,tylko my,solo nosotros
packin,pakować,embalar
four-,cztero-,cuatro-
mccauley,McCauley,McCauley
vieira,Vieira,vieira
enrichment,wzbogacenie,enriquecimiento
kystle,Kystle,cesar
hurries,Piepsze,apuros
baklava,Baklava,baklava
verdicts,Werdykt,veredictos
sheared,ścinany,cortado
ruble,rubel,rublo
galleria,Galeria,galería
precipitation,opad atmosferyczny,precipitación
pursuers,prześladowcy,perseguidor
bullocks,Bullocks,cojones
hard-headed,twardogłowy,cabeza dura
elysian,elizejski,elíseo
infractions,wykroczenia,infracciones
befits,Pokazy,correspondencia
garuda,Garuda,garuda
bigoted,zajadły,fanático
disinfected,zdezynfekowany,desinfectado
whittier,Whittier,más pequeño
inside-out,na lewą stronę,De adentro hacia afuera
podiatrist,Podiatra,podólogo
nutritionist,specjalista od żywienia,nutricionista
lind,Lind,lind
fullback,stoper,fullback
eew,eew,owe
thataway,tak daleko,de esa manera
duper,Duper,duper
hinazuki,Hinazuki,hinazuki
sing-along,Śpiewaj,Cantar junto
lugosi,Lugosi,lugosi
vaziri,Vaziri,vaziri
homelessness,bezdomność,falta de vivienda
walpole,Walpole,walpole
lubbock,Lubbock,lubbock
sampler,próbnik,dechado
suma,suma,suma
m.s.,SM.,EM.
loredana,Loredana,Loredana
17th-century,XVII-wieczny,siglo 17
thumbelina,Thumbelina,pulgarelina
sundry,rozmaity,diversos
stradivarius,Stradivarius,Stradivarius
anise,Anyż,anís
brunei,Brunei,brunei
grafted,przeszczepione,injertado
colonna,Colonna,colonna
biarritz,Biarritz,biarritz
gaveston,Gaveston,Gaveston
squall,szkwał,chubasco
triple-a,potrójne A,triple A
half-empty,do połowy pusty,medio vacío
maher,Maher,maher
edged,Zagładnie,rastreado
level-headed,zrównoważone,Nivelado
numbnuts,Numbnuts,numbnuts
symbiosis,symbioza,simbiosis
henk,Henk,gallina
recognizance,kaucja,reconocimiento
chechens,Czeczeny,chechenos
begining,Zacząć,comienzo
archana,Archana,archana
resenting,uraza,resentición
vicomte,Vicomte,vicomte
mekong,Mekong,mekong
carola,Carola,Carola
inshallah,Inshallah,inshallah
macintyre,Macintyre,Macintyre
electricians,elektrycy,electricistas
staffers,pracownicy,empleado
inseminated,Insemined,inseminado
aghh,Aghh,aghh
wazoo,Wazoo,wazoo
essie,Essie,eslabón
giuliana,Giuliana,giuliana
appalachian,Appalachian,Apalaches
mandel,Mandel,Mandel
fouls,faule,faltas
hama,Hama,jerga
banked,bankowany,bancario
strom,strom,estromo
yasur,Yasur,yasur
boulet,boulet,boba
cautioned,ostrożnie,advertido
maroney,Maroney,veloz
reverses,odwraca,reversión
falsone,Falsone,falso
dcfs,DCFS,DCFS
munchausen,Munchausen,muncha
vulva,srom,vulva
bader,Bader,bader
awesomest,Awesomest,el mejor
narayanan,Narayanan,narayanan
eun-young,Eun-young,eun-young
three-piece,trzyczęściowy,de tres piezas
ravu,Ravu,ravu
zealot,gorliwiec,fanático
schilling,Schilling,chelín austríaco
tiananmen,Tiananmen,Tiananmen
xv,XV,xv
gregoire,Gregoire,guía
juma,Juma,juma
dionysus,Dionizus,Dioniso
boche,Boche,boche
symbolized,symbolizowane,simbolizado
cell-phone,komórka,Teléfono móvil
dreidel,Dreidel,dreidel
tween,Team,entre
secreted,wydzielone,secretado
darkening,ściemnianie,oscurecimiento
kickball,Kickball,kickball
depositing,osadzanie,depositar
lelouch,Lelouch,lelouch
a6,A6,a6
filipinos,Filipińczycy,filipinos
fact-finding,szukanie faktów,investigación de los hechos
bablu,Bablu,bablu
ddt,DDT,DDT
loyalists,lojaliści,leal
ehrlich,Ehrlich,ehrlich
bindiya,bindiya,bindiya
flatbed,płaski,lecho plano
zafer,Zafer,zafer
messi,Messi,Messi
underthe,pod,bajo la
conveniences,komfort,comodidad
relapsed,nawrotnie,reincidido
rent-free,bez czynszu,sin alquiler
boy.,chłopak.,chico.
ef,ef,EF
meep,Meep,meep
automaton,automat,autómata
murad,Murad,Murad
tibor,Tibor,tibor
damm,Damm,morder
recharging,ładowanie,recarga
saroja,SAROJA,saroja
adaptations,adaptacje,adaptaciones
anti-american,antyamerykańskie,antiamericano
ever-changing,ciągle się zmienia,siempre cambiante
tessanne,Tessanne,Tessanne
heer,Heer,ver
frutti,frutti,frutti
iib,iib,IIB
propofol,Propofol,propofol
zookeeper,Zookeeper,choque
beca,Beca,beca
sisi,Sisi,sisi
paulus,Paulus,Paulus
negate,negować,negar
sorrento,Sorrento,Sorrento
canasta,Canasta,canasta
looping,zapętlanie,bucle
ganged,Gaged,empañado
yanni,Yanni,Yanni
peonies,Piwonie,peonías
scarrans,Scarrans,Scarrans
ble,Ble,bolle
tsurugi,Tsurugi,tsurugi
hollers,Hollery,gritos
veered,Skrócony,desviado
jin-woo,Jin-woo,jin-woo
birgit,Birgit,birgit
damocles,Damokles,Damocles
spyder,Spyder,espía
brightens,Brighens,iluminar
galleon,galeon,galeón
a--a,a-a,Automóvil club británico
school-,szkoła-,escuela-
detectable,wykrywalne,detectable
dimmed,przyciemnione,atenuado
self-aware,Samoświadomy,consciente de sí mismo
paulinho,Paulinho,Paulinho
beni,Beni,beni
almudena,Almudena,almudena
aggro,rozróba,bronca
danner,Danner,danner
tula,Tula,tula
mikaelson,Mikaelson,Mikaelson
deceives,oszukuje,engaño
criticising,krytykowanie,criticador
painstakingly,starannie,minuciosamente
dakara,Dakara,dakara
oompa,Oompa,Oompa
spurn,pogardzać,rechazar
valets,Valety,valets
idiom,idiom,modismo
rock-a-bye,rock-a-bye,duérmete
eth,ETH,ETH
bairn,dziecko,hijo
l.t.,L.T.,L.T.
life-giving,Życie życiowe,vivificante
f0r,F0R,f0r
arbitrarily,dowolnie,arbitrariamente
stereos,stereos,estereos
saad,Saad,saad
personals,Personale,mensajes personales
purposeful,celowy,útil
ached,bolony,dolido
retinue,świta,séquito
kilpatrick,Kilpatrick,Kilpatrick
1900s,1900,1900
bedded,spalone,de cama
valide,valide,valiente
childishness,dziecinada,puerilidad
krakatoa,Krakatoa,cronómetro
mannered,zmanierowany,amanerado
laureate,laureat,laureado
ravn,Ravn,ravn
perjure,krzywo przysięgać,perjurar
hil,cześć ja,hil
heredity,dziedziczność,herencia
pews,ławki,bancos
eul,Eul,Eul
hellcat,Jędza,Hellcat
devotional,nabożny,piadoso
insinuation,insynuacja,insinuación
donne,Donne,donne
48th,48,48º
bypassing,omijanie,omitir
ream,ryza,resma
chook,Chook,coger
edmonton,Edmonton,Edmonton
lj,LJ,lj
sοme,sieme,sunto
zat,Zat,zat
bespoke,zrobiony na zamówienie,hecho a la medida
surveyors,geodeci,topógrafos
jeri,Jeri,jeri
swoosh,Swoosh,silbido
prabhakar,Prabhakar,prabhakar
brinkman,Brinkman,Brinkman
smasher,kociak,bombón
mezzanine,półpiętro,entresuelo
ventilate,przewietrzyć,ventilar
bolshoi,Bolshoi,bolshoi
unconcerned,obojętny,despreocupado
perversions,perwersje,perversiones
naacp,NAACP,NAACP
ntac,NTAC,NTAC
functioned,funkcjonowane,funcionado
resell,odsprzedać,revender
dangled,zwisał,colgado
boucher,boucher,boucher
kazuki,Kazuki,kazuki
rivet,nit,remache
nok,Nok,nok
pumice,pumeks,piedra pómez
aleister,Aleister,aleister
preserver,Preserver,conservador
gazes,patrz,miradas
rewrites,przepisuje,reescritura
minuet,menuet,minué
low-budget,niski budżet,bajo presupuesto
toshiko,Toshiko,toshiko
-hey,-Hej,-ey
unfocused,nieokreślony,desenfocado
brunson,Brunson,brunson
scanlan,Scanlan,escaneo
eyeful,za oka,consecutivo
zumba,Zumba,zumba
vali,Vali,vali
entranced,Zatrzymany,fascinado
flightless,nielotny,sin volar
testes,Testy,testículos
mimsy,Mimsy,mimsy
hung-over,Kac,colgado
hitchhiked,autostop,repugnado
beekeeper,pszczelarz,apicultor
catfight,Cat walka,pelea de gato
annul,unieważnić,anular
criterion,kryterium,criterio
adel,Adel,Adel
hmm-mm,Hmm-MM,hmm-mm
gasses,Gasses,gases
bagwell,Bagwell,bagwell
fairyland,kraina czarów,el país de las hadas
reconstructive,rekonstrukcja,reconstructivo
anna-kat,Anna-Kat,Anna-Kat
boogey,Boogey,boogey
tto,tto,TTO
firmness,jędrność,firmeza
chema,Chema,química
scuffling,Zachęcanie,rizado
thís,Ten,este
afterthat,po tym,después
dragoons,Dragoony,dragones
multi-million,wiele milionów,multimillonario
snipes,Snipes,trineo
people,ludzie,gente
ardennes,Ardennes,Ardenas
liaoxi,liaoxi,liaoxi
maudlin,ckliwy,sensiblero
min-jae,min-jae,min-jae
anouk,anouk,anouk
onizuka,Onizuka,onizuka
absconded,uciekające,evitado
weet,Weet,weet
lonelier,samotnik,solitario
slip-up,potknięcie,desliz
mounties,Góry,monte
satanists,Satanistowie,satanista
pixar,Pixar,píxar
murchison,Murchison,Murchison
exley,Exley,exoleta
sideswipe,Sidewipe,chocar de refilón contra
genii,Geniii,genii
money.,pieniądze.,dinero.
pundit,mędrzec hinduski,pandit
disinherited,wydziedziczony,desheredado
undeveloped,nierozwinięty,subdesarrollado
cortés,Cortés,cortés
benin,Benin,Benin
quills,Quills,plumas
sourced,pozyskiwane,de origen
vestibule,przedsionek,vestíbulo
hegel,Hegel,Hegel
wy,Wy,wy
ravings,Szaleństwa,desvaríos
katagiri,Katagiri,katagiri
wilby,Wilby,Wilby
oswin,Oswin,oswin
immovable,nieruchomy,inamovible
hadrt,Hadrt,hadrt
snivelling,Snivelling,snivel
benders,Benders,doblado
honeymooners,Miesiące,lunares de miel
ground-breaking,przełomowe,innovador
pud,pud,mozo
augello,Augello,augello
pharisees,faryzeusze,fariseos
nitric,azotowy,nítrico
jean-marie,Jean-Marie,jean-marie
wuthering,Wichrowanie,luminoso
hawley,Hawley,Hawley
godavari,Godavari,Godavari
comlink,comlink,comunicarse
dryers,suszarki,secadoras
compote,kompot,compota
mountaineer,góral,alpinista
babbitt,kołtun,revestir de metal antifricción
play-offs,play-off,play-offs
yeats,yeats,Yeats
rockfish,Rockfish,pez roca
are.,Czy.,son.
advocated,zalecane,abogado
strives,stara się,esforzarse
butte,Butte,butte
heisman,Heisman,Heisman
tl,tl,TL
freebo,Freebo,Freebo
counterpoint,kontrapunkt,contrapunto
newsreels,NewsReels,noticias
ilan,Ilan,Ilan
escargot,Escargot,escargot
mashiro,Mashiro,mashiro
mobley,Mobley,móvil
chillies,Chilli,chiles
stroganoff,Stroganoff,stroganoff
upsy-daisy,o kurczątko,upsy Margarita
marathons,Maratony,maratones
gl,gl,GL
jiya,Jiya,jiya
tums,Tums,tums
barfed,barfed,vomito
roughness,chropowatość,aspereza
cranford,Cranford,Cranford
outa,Outa,outá
offal,podroby,menudencias
fallacy,błąd,falacia
deal-,umowa-,trato-
permafrost,wieczna zmarzlca,permafrost
weatherby,Weatherby,Weatherby
kodiak,Kodiak,kodiak
dervish,derwisz,derviche
arabela,Arabila,arabela
stomps,tupe,pisotones
necromancer,nekromanta,nigromante
shravan,Shravan,Shravan
redness,zaczerwienienie,enrojecimiento
legation,poselstwo,legación
schmooze,Schmooze,cajón
charmingly,uroczo,con encanto
envies,zazdrości,envidias
wringing,kręcenie,retorcimiento
redman,czerwony człowiek,hombre rojo
chumhum,Chumhum,chumhum
boycotting,bojkot,boicote
desperado,desperat,forajido
aff,aff,aflicción
loyalist,lojalista,lealista
anaesthesia,znieczulenie,anestesia
sippy,Sippy,chapoteo
steinmetz,Steinmetz,steinmetz
imogene,imogene,imán
ord,Ord,órdenes
fumbled,grzebał,balbuceo
cus,CUS,cus
wicks,knoty,mecha
tonnie,Tonnie,tonnie
d0n,D0n,d0n
corresponded,odpowiadane,correspondido
afterthought,refleksja,idea tardía
whooped,Whooped,hombo
kester,Kester,más cariñoso
webby,Webby,webby
pepita,Pepita,pepita
bared,obnażone,fantasma
ic,Ic,beer
haphazard,bezplanowo,al azar
surrealist,surrealista,surrealista
kasia,Kasia,Kasia
t've,to,T'Ve
teppei,Teppei,teppei
kirikou,Kirikou,Kirikou
ulrike,Ulrike,ulrike
yannick,Yannick,Yannick
epsom,Epsom,epsom
cw,CW,CW
saith,mówi,saith
misogynistic,mizoginiczny,misógino
chapstick,pomadka,barra de labios
urinated,mocz,orinado
camellia,kamelia,camelia
superintendant,Superintendant,superintendente
chutki,Chutki,chutki
angers,Kolejnie,angustia
lawndale,Lawndale,césped
headshots,strzały w głowę,disparos a la cabeza
jambalaya,Jambalaya,Jambalaya
servings,porcje,porciones
wabash,Wabash,wabash
ricochets,Ricochets,rebotes
grills,grille,parrilla
straddling,Straddling,agresivo
tucci,Tucci,tucci
70th,70,70
promicin,Promicin,promicina
boneless,Bez kości,sin espinas
missie,Missie,señora
apostrophe,apostrof,apóstrofe
olle,Olle,olla
ise,Ise,ISE
qua,jako,como
tuco,Tuco,tuco
adulation,schlebianie,adulación
crime-scene,miejsce zbrodni,escena del crimen
deficiencies,braki,deficiencias
xandir,Xandir,xandir
unsuccessfully,bezskutecznie,sin éxito
jacquou,Jacquou,jacquou
high-security,wysoki poziom bezpieczeństwa,alta seguridad
deutschland,Deutschland,Deutschland
slandering,Uciekanie,calumnismo
uav,UAV,UAV
3c,3C,3C
tanuki,Tanuki,Tanuki
sudo,sudo,sudo
begotten,spuszczony,enganchado
dewy,zroszony,rociado
marisha,Marisha,Marisha
moaned,jęknięte,gemido
resplendent,olśniewający,resplandeciente
stockpiling,zapas,almacenamiento
nakrang,Nakrang,nakrang
oolong,Oolong,oolong
37th,37.,37
futari,Futari,futari
their,ich,su
yipping,yipping,yiping
forecasts,Prognozy,pronósticos
sanh,Sanh,sane
brainwave,fala mózgowa,onda cerebral
damnable,przeklęty,detestable
lances,Lances,lanzamiento
instigator,podżegacz,instigador
distrustful,nieufny,desconfiado
everthing,zawsze,todo
vis,vis,viscoso
permian,permski,Pérmico
clays,gliny,arcillas
warcraft,Warcraft,guerra
egor,Egor,egor
ruel,Ruel,río
chicka,Chicka,china
bowles,Bowles,bocadillo
they--they,Oni-oni,ellos-ellos
kershaw,Kershaw,kershaw
bihari,Bihari,bihari
septimus,Septimus,Septimus
chronological,chronologiczny,cronológico
gloriana,Gloriana,gloriana
minas,Minas,minas
privatization,prywatyzacja,privatización
kegger,Kegger,kegger
frosti,Frosti,Frosti
weds,śr,casco
hedvig,Hedvig,hedvig
dammed,Dammed,mordido
bozer,Buzer,botella
cheekbone,kość policzkowa,pómulo
gloriously,świetnie,gloriosamente
français,Français,Français
natsume,Natsume,natsume
uuh,uuh,uuh
butterfingers,Butterfingers,torpe
elli,Elli,Elli
huerta,Huerta,Huerta
grannie,babcia,abuelita
tashi,Tashi,tashi
zarina,Zarina,zarina
spliced,spliczone,empalmado
oakwood,Drewno dębowe,madera de roble
colorless,bezbarwny,incoloro
pugh,Pugh,pugh
jenson,Jenson,jensón
manion,manion,manión
heretical,heretycki,herético
shaded,zacieniony,sombreado
slapper,Slapper,bolsa
bathsheba,Batszeba,bitsé
benefiting,korzyści,beneficio
ryunosuke,Ryunosuke,ryunosuke
zaf,Zaf,Zaf
karishma,Karishma,Karishma
harbored,poruszony,albergado
sapling,drzewko,árbol joven
solidify,zestalać,solidificar
hamstring,ścięgno udowe,tendón de la corva
bluer,Bluer,más azul
silhouettes,sylwetki,siluetas
mouthed,usta,de la boca
makis,Makis,makis
avanti,Avanti,avantino
fave,ulubiony,favorito
handa,Handa,Handa
montparnasse,MontParnasse,montparnas
knapp,Knapp,cañón
wwii,WWII,segunda Guerra Mundial
weigh-in,zważyć,pesaje
pricking,kłucie,punción
proofread,czytać korektę,corregir
sux,Sux,sux
methuselah,Methuselah,Matusalén
camo,Camo,camufla
dyslexia,dysleksja,dislexia
mcnab,McNab,mcnab
plannin,Plannin,plannina
lampshade,klosz,pantalla de lámpara
streetlights,oświetlenie uliczne,luces de la calle
gangotri,Gangotri,gangotri
dopes,Dopes,dopos
sharpie,Sharpie,agudo
galia,Galia,Galia
denials,zaprzeczenia,negaciones
songwriters,autor tekstów,compositores
escudos,Escudos,escudos
montaigne,Montaigne,Montaigne
urns,urny,urnas
jorgen,Jorgen,jorén
percentile,percentyl,percentil
balder,Balder,de más insípido
father.,ojciec.,padre.
grump,Grump,gruñón
boogie-woogie,Boogie Woogie,boogie-woogie
nonny,Nonny,nonny
zaire,Zair,Zaire
mara,Mara,marina
itinerant,wędrowny,itinerante
rimini,Rimini,rimini
bratva,Bratva,bratva
dayal,Dayal,día
tun,kadź,tonel
pomeroy,Pomeroy,pomeroy
peal,huk,repique
kage,Kage,kage
murals,malowidła ścienne,murales
dakin,Dakin,dakin
moana,Moana,moana
panoramic,Panoramiczne,panorámico
gravestones,nagrobki,lápidas
dark-skinned,ciemnoskóry,de piel oscura
rickets,krzywica,raquitismo
cocksucking,CockSicking,chirriante
trubel,Trubel,trubel
oreo,Oreo,Oreo
duets,duety,dueto
dahak,Dahak,dahak
brulee,Brulee,brulee
farmington,Farmington,Farmington
nauseated,mdłości,náuseas
theses,tezy,tesis
82nd,82,82º
iwas,byłam,era
komsomol,Komsomol,komsomol
anteater,mrówkojad,oso hormiguero
chipotle,Chipotle,chipotle
pervs,Pervs,perversos
connally,Connally,sin cita
mumtaz,Mumtaz,mumtaz
v.c.,V.C.,V.C.
bbs,BBS,bbs
midgard,Midgard,medio
haemosu,Haemosu,haemosu
humanist,humanista,humanista
ding-a-ling,ding-a-ling,Ding a Ling
initiates,inicjuje,iniciado
dere,Dere,dero
copulation,kopulacja,cópula
self-discipline,samodyscyplina,autodisciplina
yeomieul,yeomieul,yeomieul
chaco,Chaco,chaco
overflows,przepełnienia,desbordamiento
bunnu,Bunnu,bunnu
bombarding,Bombardowanie,bombardeo
barra,Barra,barra
caseload,ładunek spraw,casero
chide,zbesztać,reprendo
knead,ugniatać,amasar
brimmer,Brimmer,copa llena hasta el borde
show-,pokazywać-,espectáculo-
sharpshooters,Strzelec wyborczy,francotiradores
psychotherapist,psychoterapeuta,psicoterapeuta
sayo,Sayo,sayo
l.b.,funt.,L.B.
immortalized,uwiecznione,inmortalizado
calla,Calla,cala
icecream,lody,helado
mukhtar,Mukhtar,mukhtar
latrines,latryny,letrinas
spectra,widma,espectros
philanderer,kobieciarz,galanteador
ouzo,Ouzo,ouzo
sweepers,zamiatacze,barredera
sont,Sont,sont
jatin,Jatin,jatina
narra,Narra,narra
throwaway,wyrzucić,tirar a la basura
lnternational,LNTHERATION,antimernacional
record-breaking,Bicie rekordów,récord
electing,Wybór,elección
tomek,Tomek,tomo
evaporation,odparowanie,evaporación
thermals,termiczne,Térmicas
garish,krzykliwy,llamativo
palatial,pałacowy,palaciego
sidharth,Sidharth,sidharth
kuvira,Kuvira,kuvira
facelift,lifting,estiramiento facial
ashworth,Ashworth,Ashworth
diversified,urozmaicony,diversificado
picketing,Picketing,piquete
innovator,nowator,innovador
linder,Linder,lindro
caboodle,Caboodle,caboodle
yelena,Yelena,Yelena
tatyana,tatyana,tatyana
venturing,przedsięwzięcie,aventurero
excels,Excels,sobresalto
afterall,Mimo wszystko,después de todo
solon,Solon,solón
shinohara,Shinohara,shinohara
sociological,socjologiczny,sociológico
slanderous,oszczerczy,difamatorio
hideko,Hideko,escondite
norrell,Norrell,norrell
charla,Charla,Charla
torrence,Torrence,torrencia
fusses,kłopot,estancamiento
criss,Criss,entrecruzado
ghettos,getta,guetos
villiers,Villiers,villeros
headlining,Główny,encabezado
radovan,Radovan,radovano
shiatsu,Shiatsu,shiatsu
prodded,Produkowany,pinchado
babyface,twarz dziecka,cara de bebe
mayweather,Mayweather,Mayweather
forme,Dla mnie,para mí
long-lasting,długotrwałe,de larga duración
scrutinized,badanie,escudriñado
nikolaj,Nikolaj,Nikolaj
enlistment,zaciąg,alistamiento
knock-out,Nokaut,knockear
lorazepam,Lorazepam,lorazepam
exerted,wywierana,ejercido
twisty,kręty,torcido
resurface,Resurface,volver a emerger
grenada,Grenada,Granada
sheela,Sheela,sheela
ka-ching,ka-ching,ka-ching
distanced,dystans,distanciado
hab,Hab,hábito
rukh,Rukh,rukh
mochou,Mochou,mochou
lotions,płyny,lociones
retrovirus,retrowirus,retrovirus
pitchforks,Pitchforks,Pitchforks
auditors,audytorzy,auditores
trespasser,osoba naruszająca cudze prawo,intruso
ddd,DDD,ddd
jong-il,Jong-Il,jong-il
one-half,połowa,una mitad
taffeta,tafta,tafetán
marciano,Marciano,Marciano
gaily,wesoło,alegremente
acknowledgment,potwierdzenie,Reconocimiento
embryonic,embrionalny,embrionario
bajorans,Bajorany,bajoranos
murali,Murali,murali
demographics,Dane demograficzne,demografía
